worker_id,date,earnings,hours,deliveries,delivery_timestamp,time_slot,rating,acceptance_rate,cancellations,weekly_variance
W070,26-01-2026,1055,4.5,15,10:10:00,evening,4.95,0.93,1,140
W070,27-01-2026,1107,3.7,13,11:10:00,morning,4.84,0.93,0,159
W070,29-01-2026,1066,5.2,16,12:10:00,night,4.94,0.9,1,146
W070,30-01-2026,1103,3,15,13:10:00,night,4.66,0.94,1,106
W070,31-01-2026,1033,4.6,15,14:10:00,night,4.99,0.92,1,167
W070,01-02-2026,1044,7.2,13,15:10:00,evening,4.64,0.93,1,170
W070,02-02-2026,994,7.5,12,16:10:00,night,4.67,0.98,0,151
W070,03-02-2026,1058,5.9,15,17:10:00,night,4.7,0.94,0,159
W070,05-02-2026,1166,3.4,14,18:10:00,morning,4.63,0.93,1,142
W070,07-02-2026,944,5.6,12,19:10:00,night,4.7,0.91,0,149
W070,08-02-2026,1199,5.2,16,20:10:00,night,4.6,0.94,0,139
W070,09-02-2026,769,3,9,21:10:00,afternoon,4.79,0.96,1,104
W070,10-02-2026,1214,5.6,19,22:10:00,afternoon,4.83,0.94,1,104
W070,11-02-2026,904,6.5,12,23:10:00,evening,4.73,0.96,1,108
W070,12-02-2026,951,4.8,15,00:10:00,morning,4.63,0.94,0,158
W070,14-02-2026,1207,6.2,15,01:10:00,morning,4.93,0.93,0,166
W070,15-02-2026,1069,7.7,17,02:10:00,morning,4.77,0.97,1,123
W070,16-02-2026,1077,7.6,13,03:10:00,evening,4.85,0.91,0,116
W070,17-02-2026,830,6.7,11,04:10:00,night,4.9,0.93,0,128
W070,18-02-2026,996,3.5,13,05:10:00,evening,4.75,0.92,0,133
W070,19-02-2026,1402,4.8,21,06:10:00,afternoon,4.85,0.98,1,134
W070,20-02-2026,1122,5.7,18,07:10:00,afternoon,4.65,0.96,1,160
W070,21-02-2026,991,7.4,16,08:10:00,morning,4.62,0.94,1,104
W070,22-02-2026,1039,6.2,16,09:10:00,morning,4.96,0.97,0,173
W070,23-02-2026,896,5,13,10:10:00,morning,4.7,0.91,0,100
W070,24-02-2026,1011,3.8,15,11:10:00,afternoon,4.67,0.92,0,108
W070,25-02-2026,929,4.4,13,12:10:00,evening,4.81,0.92,1,139
W070,27-02-2026,1164,5.4,15,13:10:00,evening,4.85,0.92,0,148
W070,28-02-2026,1125,6.7,17,14:10:00,afternoon,4.9,0.91,1,117
W071,07-01-2026,200,4.3,5,15:10:00,afternoon,4.09,0.77,2,373
W071,08-01-2026,1072,6.1,14,16:10:00,evening,4.49,0.84,4,315
W071,09-01-2026,945,5.8,11,17:10:00,night,4.41,0.72,3,356
W071,10-01-2026,355,6.7,5,18:10:00,evening,4.28,0.77,4,435
W071,12-01-2026,548,3.6,5,19:10:00,afternoon,4.4,0.77,4,302
W071,13-01-2026,1675,5.3,22,20:10:00,night,4,0.83,3,410
W071,14-01-2026,597,6.1,9,21:10:00,afternoon,4.44,0.82,3,318
W071,15-01-2026,1333,7.4,18,22:10:00,afternoon,4.09,0.74,3,414
W071,16-01-2026,273,3.5,5,23:10:00,afternoon,4.15,0.78,2,364
W071,17-01-2026,1251,5.8,16,00:10:00,night,4.44,0.71,2,304
W071,18-01-2026,1110,5.3,14,01:10:00,night,4.26,0.79,4,420
W071,19-01-2026,812,7.1,10,02:10:00,night,4.46,0.75,3,418
W071,20-01-2026,229,6.8,5,03:10:00,afternoon,4.06,0.84,4,338
W071,21-01-2026,200,4.9,5,04:10:00,night,4.08,0.83,2,429
W071,22-01-2026,1040,6.5,13,05:10:00,night,4.34,0.72,3,346
W071,23-01-2026,1031,3.4,13,06:10:00,night,4.22,0.79,2,415
W071,24-01-2026,227,5.8,5,07:10:00,evening,4.25,0.83,2,441
W071,27-01-2026,805,4.9,13,08:10:00,evening,4.01,0.81,3,407
W071,29-01-2026,1785,5.9,27,09:10:00,night,4.05,0.83,2,409
W071,30-01-2026,825,4.4,9,10:10:00,evening,4.43,0.77,4,311
W071,31-01-2026,534,3.7,8,11:10:00,night,4.13,0.75,2,354
W071,01-02-2026,899,5.4,14,12:10:00,afternoon,4.1,0.85,2,449
W071,02-02-2026,255,6.9,5,13:10:00,night,4.29,0.76,3,307
W071,03-02-2026,791,6.4,13,14:10:00,night,4.34,0.79,2,362
W071,04-02-2026,943,4.6,15,15:10:00,morning,4.15,0.79,2,315
W071,05-02-2026,1206,4.1,15,16:10:00,afternoon,4.2,0.82,2,407
W071,06-02-2026,245,7.8,5,17:10:00,evening,4.41,0.84,2,383
W071,07-02-2026,682,6.1,10,18:10:00,night,4.33,0.72,2,420
W071,08-02-2026,200,3.6,5,19:10:00,night,4.21,0.83,3,340
W071,09-02-2026,423,3.6,7,20:10:00,night,4.39,0.76,2,417
W071,10-02-2026,1189,6.1,15,21:10:00,night,4.28,0.75,3,386
W071,11-02-2026,1059,7,15,22:10:00,night,4.12,0.74,2,381
W071,12-02-2026,723,7.1,11,23:10:00,night,4.05,0.76,4,353
W071,13-02-2026,1256,7.1,17,00:10:00,evening,4.46,0.83,3,332
W071,14-02-2026,796,4.2,13,01:10:00,afternoon,4.19,0.8,2,331
W071,17-02-2026,1105,6.9,17,02:10:00,morning,4.31,0.72,4,329
W071,18-02-2026,795,4.4,10,03:10:00,night,4.01,0.77,2,446
W071,20-02-2026,1017,5.2,16,04:10:00,night,4.1,0.82,4,430
W071,21-02-2026,1349,3.5,19,05:10:00,night,4.28,0.76,4,313
W071,24-02-2026,200,5.5,5,06:10:00,night,4.44,0.82,4,411
W071,25-02-2026,1043,6.1,13,07:10:00,morning,4.26,0.82,2,311
W071,26-02-2026,1184,7.6,14,08:10:00,evening,4.02,0.83,3,327
W071,27-02-2026,200,6.3,5,09:10:00,night,4.4,0.82,3,435
W071,28-02-2026,1341,3.3,18,10:10:00,evening,4.34,0.85,2,347
W071,01-03-2026,1228,5.4,19,11:10:00,evening,4.35,0.75,4,443
W072,12-01-2026,1313,6,19,12:10:00,night,4.51,0.85,1,258
W072,13-01-2026,1538,3.4,23,13:10:00,night,4.38,0.85,1,226
W072,14-01-2026,649,4.4,10,14:10:00,night,4.62,0.82,1,297
W072,16-01-2026,863,6.8,10,15:10:00,afternoon,4.63,0.81,1,228
W072,17-01-2026,1070,7.3,13,16:10:00,afternoon,4.32,0.83,2,197
W072,18-01-2026,1054,4.8,13,17:10:00,night,4.63,0.88,1,243
W072,19-01-2026,833,6.5,12,18:10:00,evening,4.46,0.85,1,285
W072,20-01-2026,504,6.2,8,19:10:00,night,4.57,0.81,2,294
W072,22-01-2026,832,5,11,20:10:00,evening,4.58,0.88,2,287
W072,24-01-2026,921,3.9,11,21:10:00,afternoon,4.4,0.88,1,183
W072,25-01-2026,1078,4.9,14,22:10:00,afternoon,4.37,0.81,2,180
W072,26-01-2026,425,5.7,5,23:10:00,night,4.31,0.81,2,269
W072,27-01-2026,432,7.6,7,00:10:00,night,4.56,0.86,2,233
W072,30-01-2026,937,5.4,11,01:10:00,afternoon,4.44,0.85,1,251
W072,31-01-2026,525,5.8,7,02:10:00,afternoon,4.5,0.9,1,230
W072,01-02-2026,900,7.1,13,03:10:00,night,4.48,0.8,1,215
W072,02-02-2026,879,6.2,13,04:10:00,evening,4.62,0.83,1,204
W072,03-02-2026,1129,6.1,17,05:10:00,morning,4.68,0.89,2,250
W072,04-02-2026,912,3.8,12,06:10:00,morning,4.46,0.89,2,182
W072,05-02-2026,605,7,10,07:10:00,afternoon,4.31,0.84,2,233
W072,06-02-2026,1296,3.3,18,08:10:00,afternoon,4.32,0.9,1,277
W072,07-02-2026,660,4.2,9,09:10:00,evening,4.51,0.86,2,257
W072,09-02-2026,683,3.1,10,10:10:00,night,4.36,0.89,1,272
W072,10-02-2026,1178,5,18,11:10:00,afternoon,4.31,0.87,2,274
W072,12-02-2026,960,3.8,11,12:10:00,morning,4.46,0.82,1,206
W072,13-02-2026,738,3.1,10,13:10:00,morning,4.47,0.89,1,298
W072,14-02-2026,819,5.7,11,14:10:00,morning,4.56,0.84,1,273
W072,15-02-2026,247,7.3,5,15:10:00,night,4.4,0.88,1,285
W072,16-02-2026,1113,7.9,16,16:10:00,morning,4.37,0.85,2,254
W072,17-02-2026,1140,5.2,16,17:10:00,night,4.67,0.83,1,180
W072,18-02-2026,885,4.9,14,18:10:00,night,4.49,0.84,2,239
W072,19-02-2026,713,5.2,11,19:10:00,morning,4.39,0.81,1,299
W072,21-02-2026,719,6.1,10,20:10:00,evening,4.55,0.82,1,244
W072,23-02-2026,604,7.2,8,21:10:00,evening,4.37,0.82,1,183
W072,24-02-2026,779,3.6,10,22:10:00,evening,4.67,0.87,1,234
W072,25-02-2026,984,5.8,14,23:10:00,morning,4.45,0.84,1,281
W072,27-02-2026,1186,7.9,18,00:10:00,evening,4.56,0.89,2,275
W072,28-02-2026,385,6,5,01:10:00,afternoon,4.69,0.86,1,249
W073,04-01-2026,909,5.9,10,02:10:00,evening,4.36,0.88,1,296
W073,05-01-2026,1467,3.4,20,03:10:00,afternoon,4.57,0.86,2,277
W073,07-01-2026,1231,5.2,17,04:10:00,night,4.52,0.9,1,205
W073,08-01-2026,723,5.8,9,05:10:00,evening,4.54,0.89,1,297
W073,09-01-2026,1266,7,16,06:10:00,morning,4.41,0.86,2,265
W073,11-01-2026,1277,6.3,19,07:10:00,afternoon,4.34,0.83,2,283
W073,12-01-2026,813,7.5,10,08:10:00,night,4.5,0.85,1,238
W073,13-01-2026,694,4.3,7,09:10:00,morning,4.48,0.83,2,251
W073,14-01-2026,805,7.4,9,10:10:00,evening,4.47,0.81,1,280
W073,15-01-2026,909,7.2,11,11:10:00,night,4.55,0.81,2,187
W073,16-01-2026,1414,4.7,19,12:10:00,afternoon,4.32,0.89,1,268
W073,17-01-2026,1455,7.4,20,13:10:00,night,4.52,0.88,2,217
W073,18-01-2026,662,3,7,14:10:00,night,4.5,0.83,2,277
W073,19-01-2026,673,6.7,7,15:10:00,night,4.47,0.81,1,215
W073,20-01-2026,791,3.4,9,16:10:00,morning,4.69,0.88,1,211
W073,21-01-2026,486,5.1,7,17:10:00,night,4.36,0.81,2,279
W073,22-01-2026,915,5.9,12,18:10:00,morning,4.54,0.8,1,181
W073,23-01-2026,800,5.9,12,19:10:00,afternoon,4.64,0.87,2,256
W073,24-01-2026,1054,6.8,13,20:10:00,morning,4.48,0.84,1,298
W073,25-01-2026,885,5.1,14,21:10:00,night,4.51,0.86,2,201
W073,26-01-2026,1109,7.3,13,22:10:00,afternoon,4.34,0.83,2,184
W073,28-01-2026,1197,3.3,17,23:10:00,afternoon,4.63,0.8,2,195
W073,31-01-2026,1057,4,13,00:10:00,morning,4.6,0.81,2,263
W073,02-02-2026,1040,5.4,13,01:10:00,evening,4.39,0.88,2,194
W073,03-02-2026,436,5.9,5,02:10:00,morning,4.36,0.9,1,194
W073,04-02-2026,987,4.9,15,03:10:00,night,4.33,0.86,1,182
W073,05-02-2026,1233,4.2,18,04:10:00,evening,4.37,0.84,2,251
W073,06-02-2026,495,4.6,6,05:10:00,night,4.62,0.88,1,218
W073,08-02-2026,1242,5.6,18,06:10:00,morning,4.53,0.86,2,280
W073,09-02-2026,1045,3.4,15,07:10:00,night,4.31,0.85,1,298
W073,10-02-2026,799,3.3,13,08:10:00,evening,4.67,0.9,1,224
W073,11-02-2026,1112,7.7,15,09:10:00,morning,4.33,0.86,2,297
W073,12-02-2026,725,3.3,12,10:10:00,morning,4.53,0.82,2,217
W073,13-02-2026,700,6.1,9,11:10:00,morning,4.48,0.89,2,229
W073,14-02-2026,993,5.2,12,12:10:00,morning,4.46,0.83,2,203
W073,15-02-2026,1066,5.5,15,13:10:00,night,4.49,0.81,1,224
W073,17-02-2026,553,5.1,6,14:10:00,night,4.51,0.86,2,250
W073,18-02-2026,759,7.9,9,15:10:00,afternoon,4.48,0.84,2,258
W073,19-02-2026,845,5.5,12,16:10:00,morning,4.45,0.86,2,225
W073,20-02-2026,1184,3.1,15,17:10:00,evening,4.36,0.89,2,261
W073,22-02-2026,1095,6.6,15,18:10:00,evening,4.52,0.88,2,286
W073,23-02-2026,1027,6.2,15,19:10:00,afternoon,4.52,0.81,1,216
W073,24-02-2026,562,5.5,9,20:10:00,afternoon,4.45,0.83,2,252
W073,25-02-2026,966,7,11,21:10:00,evening,4.42,0.81,2,243
W073,26-02-2026,1000,3.4,15,22:10:00,morning,4.39,0.8,2,237
W073,27-02-2026,768,4,12,23:10:00,night,4.39,0.9,1,228
W073,01-03-2026,1111,4.5,17,00:10:00,afternoon,4.58,0.85,1,180
W074,11-01-2026,1090,6.3,13,01:10:00,evening,4.97,0.91,1,110
W074,13-01-2026,1078,7.7,13,02:10:00,afternoon,4.67,0.97,0,157
W074,14-01-2026,904,3.5,12,03:10:00,afternoon,4.97,0.96,0,117
W074,15-01-2026,1308,6.9,20,04:10:00,night,4.8,0.92,1,154
W074,16-01-2026,1186,4.6,14,05:10:00,evening,4.81,0.92,1,142
W074,18-01-2026,1027,3.2,15,06:10:00,night,4.66,0.94,1,141
W074,19-01-2026,1105,7.4,17,07:10:00,morning,4.89,0.97,1,178
W074,20-01-2026,729,3.7,8,08:10:00,night,4.67,0.97,1,167
W074,21-01-2026,1017,5.4,15,09:10:00,night,4.97,0.95,0,157
W074,22-01-2026,1231,6.6,15,10:10:00,evening,4.62,0.94,1,111
W074,23-01-2026,1090,7,13,11:10:00,evening,4.76,0.93,1,131
W074,25-01-2026,1110,6.9,15,12:10:00,night,4.98,0.92,0,114
W074,26-01-2026,1145,6.7,15,13:10:00,evening,4.77,0.93,1,115
W074,28-01-2026,1339,3.5,19,14:10:00,morning,4.87,0.96,1,175
W074,29-01-2026,838,6.7,11,15:10:00,morning,4.97,0.95,1,167
W074,30-01-2026,1247,7.6,19,16:10:00,evening,4.73,0.92,0,114
W074,31-01-2026,952,4.4,12,17:10:00,night,4.89,0.91,0,110
W074,02-02-2026,1061,5.4,15,18:10:00,night,4.72,0.94,1,176
W074,03-02-2026,1279,5.4,18,19:10:00,evening,4.63,0.97,1,158
W074,04-02-2026,995,5.7,15,20:10:00,night,4.77,0.93,0,118
W074,06-02-2026,1229,5.6,16,21:10:00,afternoon,4.65,0.92,1,173
W074,07-02-2026,1150,7.4,17,22:10:00,morning,4.6,0.92,0,150
W074,09-02-2026,1101,4.1,16,23:10:00,evening,4.75,0.91,0,125
W074,10-02-2026,964,4.3,11,00:10:00,morning,5,0.94,1,172
W074,11-02-2026,901,5.3,12,01:10:00,afternoon,4.74,0.97,0,163
W074,12-02-2026,1088,7.9,17,02:10:00,morning,4.75,0.98,1,116
W074,13-02-2026,1236,6.7,15,03:10:00,night,4.68,0.93,0,131
W074,15-02-2026,1039,6.6,12,04:10:00,morning,4.61,0.94,0,124
W074,17-02-2026,936,6.8,11,05:10:00,morning,4.62,0.92,0,159
W074,18-02-2026,1316,3.6,16,06:10:00,evening,4.88,0.92,1,122
W074,19-02-2026,1092,6.6,13,07:10:00,night,4.78,0.92,1,139
W074,20-02-2026,1281,7.5,18,08:10:00,morning,4.63,0.92,0,138
W074,21-02-2026,1087,4.1,14,09:10:00,night,4.79,0.94,1,173
W074,22-02-2026,1330,6.7,17,10:10:00,night,4.98,0.95,1,141
W074,24-02-2026,1076,3.3,16,11:10:00,night,4.68,0.94,1,132
W074,26-02-2026,1020,3.3,15,12:10:00,morning,4.69,0.97,0,124
W074,27-02-2026,1071,6.5,17,13:10:00,afternoon,4.75,0.94,0,104
W074,28-02-2026,1231,7.6,19,14:10:00,night,4.61,0.93,1,115
W074,01-03-2026,1021,3.2,12,15:10:00,morning,4.66,0.93,0,170
W075,01-01-2026,1180,4.1,15,16:10:00,afternoon,4.33,0.83,2,271
W075,02-01-2026,1059,6.6,13,17:10:00,afternoon,4.67,0.86,1,180
W075,03-01-2026,1255,3.4,18,18:10:00,evening,4.38,0.89,1,219
W075,05-01-2026,1237,4.9,17,19:10:00,afternoon,4.57,0.84,2,274
W075,06-01-2026,907,3.7,13,20:10:00,evening,4.52,0.87,1,274
W075,07-01-2026,1408,6.2,20,21:10:00,night,4.54,0.8,2,202
W075,08-01-2026,913,4.5,12,22:10:00,afternoon,4.42,0.88,2,279
W075,09-01-2026,643,7.5,11,23:10:00,morning,4.61,0.87,2,259
W075,13-01-2026,984,6.7,15,00:10:00,night,4.63,0.8,1,192
W075,14-01-2026,427,7.2,8,01:10:00,afternoon,4.64,0.86,1,266
W075,15-01-2026,903,7.9,10,02:10:00,morning,4.32,0.83,1,296
W075,16-01-2026,1182,7.4,17,03:10:00,night,4.61,0.83,1,258
W075,17-01-2026,816,4.7,9,04:10:00,morning,4.62,0.83,2,258
W075,18-01-2026,554,3.2,9,05:10:00,night,4.62,0.8,1,259
W075,19-01-2026,1027,5.7,16,06:10:00,afternoon,4.36,0.86,2,295
W075,21-01-2026,694,7.6,10,07:10:00,morning,4.59,0.85,1,199
W075,22-01-2026,595,4.7,7,08:10:00,evening,4.59,0.84,2,252
W075,23-01-2026,651,7.7,7,09:10:00,evening,4.43,0.89,2,211
W075,25-01-2026,798,7.4,12,10:10:00,night,4.35,0.87,1,263
W075,26-01-2026,940,7,15,11:10:00,evening,4.58,0.83,2,194
W075,27-01-2026,645,5,10,12:10:00,night,4.48,0.89,2,204
W075,28-01-2026,598,5.5,10,13:10:00,afternoon,4.52,0.81,1,239
W075,29-01-2026,1123,7.5,18,14:10:00,night,4.52,0.82,2,271
W075,31-01-2026,684,5.9,7,15:10:00,morning,4.68,0.87,2,226
W075,01-02-2026,609,6.1,9,16:10:00,afternoon,4.53,0.87,1,251
W075,02-02-2026,745,3.5,8,17:10:00,afternoon,4.6,0.85,1,268
W075,03-02-2026,970,3.8,12,18:10:00,morning,4.68,0.85,2,216
W075,04-02-2026,1248,4.5,17,19:10:00,afternoon,4.46,0.85,1,297
W075,06-02-2026,989,3.9,16,20:10:00,night,4.45,0.82,1,266
W075,07-02-2026,665,8,11,21:10:00,night,4.43,0.81,2,219
W075,08-02-2026,1102,5.1,14,22:10:00,afternoon,4.32,0.9,1,272
W075,11-02-2026,1052,6.7,14,23:10:00,morning,4.69,0.85,1,293
W075,12-02-2026,621,6.1,6,00:10:00,night,4.36,0.83,1,208
W075,13-02-2026,851,4.8,13,01:10:00,afternoon,4.32,0.89,1,199
W075,14-02-2026,636,3.2,11,02:10:00,afternoon,4.67,0.85,1,249
W075,15-02-2026,1322,5.4,19,03:10:00,evening,4.52,0.9,2,266
W075,16-02-2026,1049,7.3,13,04:10:00,night,4.53,0.88,1,250
W075,18-02-2026,684,5.6,11,05:10:00,afternoon,4.64,0.84,2,195
W075,19-02-2026,863,7.2,12,06:10:00,night,4.59,0.84,2,202
W075,21-02-2026,744,4.2,9,07:10:00,morning,4.37,0.85,1,195
W075,24-02-2026,1090,4,13,08:10:00,evening,4.33,0.89,2,194
W075,25-02-2026,913,4.6,15,09:10:00,night,4.46,0.82,2,263
W075,26-02-2026,1017,6.5,16,10:10:00,morning,4.38,0.9,2,260
W075,27-02-2026,899,7.8,10,11:10:00,morning,4.68,0.84,1,236
W075,28-02-2026,758,6.7,10,12:10:00,afternoon,4.64,0.8,1,261
W075,01-03-2026,1301,6.5,19,13:10:00,night,4.41,0.84,1,236
W076,10-01-2026,390,7.1,5,14:10:00,evening,4.32,0.72,3,421
W076,11-01-2026,421,4.4,7,15:10:00,night,4.08,0.78,3,337
W076,12-01-2026,1141,7.7,15,16:10:00,morning,4.46,0.72,2,369
W076,13-01-2026,924,3.4,13,17:10:00,evening,4.34,0.81,2,394
W076,14-01-2026,494,4.6,6,18:10:00,night,4.47,0.72,3,444
W076,17-01-2026,1443,3.9,21,19:10:00,evening,4.48,0.83,3,364
W076,18-01-2026,453,6.5,5,20:10:00,afternoon,4.42,0.73,2,300
W076,19-01-2026,482,6.2,7,21:10:00,morning,4.04,0.79,3,442
W076,20-01-2026,555,4.3,6,22:10:00,night,4.24,0.75,3,406
W076,21-01-2026,541,5.6,9,23:10:00,evening,4.11,0.81,2,367
W076,24-01-2026,634,6.8,7,00:10:00,evening,4.05,0.79,2,393
W076,25-01-2026,1097,5.6,14,01:10:00,evening,4.24,0.82,4,331
W076,27-01-2026,504,7.3,5,02:10:00,night,4,0.82,2,405
W076,29-01-2026,1029,6,13,03:10:00,night,4.04,0.7,3,317
W076,30-01-2026,900,5.2,12,04:10:00,evening,4.24,0.78,2,315
W076,01-02-2026,1075,3.4,14,05:10:00,afternoon,4.41,0.75,3,440
W076,02-02-2026,563,6,8,06:10:00,evening,4.21,0.71,3,371
W076,03-02-2026,784,7.2,11,07:10:00,night,4.21,0.75,4,359
W076,04-02-2026,639,6,9,08:10:00,afternoon,4.41,0.75,3,339
W076,06-02-2026,802,5.5,10,09:10:00,afternoon,4.25,0.79,2,408
W076,07-02-2026,1387,3.3,18,10:10:00,afternoon,4.15,0.81,3,420
W076,08-02-2026,1172,6.4,15,11:10:00,night,4.49,0.78,2,417
W076,10-02-2026,852,5.1,10,12:10:00,night,4.02,0.77,4,437
W076,11-02-2026,683,4.4,7,13:10:00,night,4.49,0.8,2,369
W076,13-02-2026,1014,7.5,16,14:10:00,night,4.32,0.76,2,330
W076,14-02-2026,1114,4.9,17,15:10:00,afternoon,4.29,0.84,2,426
W076,15-02-2026,563,7.6,8,16:10:00,afternoon,4.31,0.75,2,306
W076,16-02-2026,575,6,9,17:10:00,night,4.13,0.81,3,397
W076,17-02-2026,976,3.2,11,18:10:00,evening,4.42,0.8,4,429
W076,18-02-2026,1049,4.8,16,19:10:00,night,4.48,0.79,4,390
W076,19-02-2026,948,7.5,14,20:10:00,morning,4.13,0.82,3,439
W076,20-02-2026,929,6.4,13,21:10:00,afternoon,4.36,0.71,3,408
W076,21-02-2026,897,4.3,13,22:10:00,night,4.02,0.75,2,362
W076,22-02-2026,888,3.9,13,23:10:00,evening,4.04,0.7,4,375
W076,23-02-2026,575,4.1,6,00:10:00,night,4.23,0.84,4,388
W076,24-02-2026,912,7.8,11,01:10:00,night,4.08,0.84,2,396
W076,25-02-2026,807,6.1,9,02:10:00,evening,4.22,0.75,2,311
W076,26-02-2026,601,6.1,7,03:10:00,evening,4.13,0.75,4,401
W076,27-02-2026,425,7.8,5,04:10:00,night,4.01,0.76,4,383
W076,01-03-2026,954,5.5,15,05:10:00,night,4.28,0.83,2,445
W077,06-01-2026,1261,5.7,18,06:10:00,afternoon,4.87,0.95,0,169
W077,08-01-2026,1179,4.6,14,07:10:00,evening,4.93,0.94,1,118
W077,09-01-2026,1228,4.3,16,08:10:00,afternoon,4.87,0.96,0,110
W077,10-01-2026,1006,5.3,13,09:10:00,morning,4.82,0.95,1,132
W077,11-01-2026,1219,3,19,10:10:00,evening,4.77,0.97,0,101
W077,14-01-2026,930,7.5,13,11:10:00,morning,4.84,0.97,0,160
W077,15-01-2026,897,7.8,12,12:10:00,night,4.95,0.94,1,130
W077,16-01-2026,1145,3.3,15,13:10:00,morning,4.66,0.95,1,143
W077,17-01-2026,1178,7.8,15,14:10:00,evening,4.62,0.95,0,117
W077,18-01-2026,1025,3.5,15,15:10:00,night,4.98,0.95,0,161
W077,19-01-2026,1215,7.1,18,16:10:00,afternoon,4.93,0.94,0,140
W077,21-01-2026,1191,6.7,18,17:10:00,evening,4.75,0.97,1,110
W077,22-01-2026,1176,7.5,16,18:10:00,evening,4.73,0.9,0,135
W077,23-01-2026,1176,7.6,14,19:10:00,night,4.88,0.96,0,129
W077,24-01-2026,1179,6.2,14,20:10:00,morning,4.65,0.9,0,136
W077,25-01-2026,847,7.5,11,21:10:00,morning,4.85,0.92,1,142
W077,26-01-2026,1399,7.7,20,22:10:00,afternoon,4.99,0.93,1,161
W077,27-01-2026,1315,6.5,17,23:10:00,morning,4.91,0.95,0,176
W077,30-01-2026,1126,7.7,15,00:10:00,afternoon,4.69,0.94,0,173
W077,31-01-2026,1214,3.3,18,01:10:00,night,4.63,0.96,0,166
W077,01-02-2026,1023,3.9,16,02:10:00,morning,4.73,0.96,1,111
W077,03-02-2026,1187,3.9,17,03:10:00,afternoon,4.7,0.96,1,162
W077,04-02-2026,820,7.2,9,04:10:00,evening,5,0.97,0,160
W077,05-02-2026,1127,7.5,14,05:10:00,evening,4.93,0.96,1,119
W077,06-02-2026,1126,7.4,14,06:10:00,morning,4.69,0.97,1,125
W077,07-02-2026,1097,7.6,13,07:10:00,evening,4.75,0.92,0,111
W077,08-02-2026,1179,4.4,14,08:10:00,evening,4.96,0.95,0,144
W077,09-02-2026,1174,3.1,15,09:10:00,afternoon,4.88,0.91,1,151
W077,10-02-2026,1001,3,15,10:10:00,night,4.77,0.98,0,129
W077,13-02-2026,1179,5,15,11:10:00,night,4.64,0.94,0,111
W077,14-02-2026,1072,5.4,16,12:10:00,afternoon,4.69,0.91,1,130
W077,15-02-2026,1158,6.7,17,13:10:00,afternoon,4.99,0.93,1,126
W077,16-02-2026,833,7.8,13,14:10:00,afternoon,4.89,0.96,0,112
W077,17-02-2026,1138,6.8,15,15:10:00,night,4.87,0.93,1,156
W077,18-02-2026,1076,6.4,16,16:10:00,evening,4.77,0.97,1,138
W077,19-02-2026,1157,4.4,18,17:10:00,evening,4.73,0.95,1,156
W077,20-02-2026,1035,3.3,14,18:10:00,night,4.94,0.92,1,166
W077,21-02-2026,1024,3.6,13,19:10:00,morning,4.74,0.92,1,120
W077,22-02-2026,1236,6.4,18,20:10:00,afternoon,4.72,0.96,1,121
W077,23-02-2026,1419,5.4,22,21:10:00,evening,4.91,0.95,0,147
W077,24-02-2026,732,7.6,12,22:10:00,evening,4.6,0.91,0,113
W077,25-02-2026,1242,3.1,17,23:10:00,night,4.85,0.96,0,142
W077,26-02-2026,1072,3.9,15,00:10:00,afternoon,4.7,0.92,0,112
W077,27-02-2026,1205,7.9,18,01:10:00,night,4.64,0.91,1,171
W077,28-02-2026,1006,7.2,14,02:10:00,evening,4.86,0.96,1,104
W077,01-03-2026,1052,4.5,15,03:10:00,night,4.92,0.97,1,121
W078,03-01-2026,1101,7.4,16,04:10:00,morning,4.61,0.83,1,195
W078,04-01-2026,614,7.7,10,05:10:00,evening,4.35,0.88,2,235
W078,06-01-2026,806,5.3,11,06:10:00,night,4.42,0.89,2,235
W078,08-01-2026,1212,6.1,19,07:10:00,morning,4.69,0.88,2,204
W078,09-01-2026,932,7.1,12,08:10:00,evening,4.47,0.89,2,226
W078,10-01-2026,634,4.5,10,09:10:00,evening,4.42,0.81,2,256
W078,11-01-2026,750,5.5,9,10:10:00,morning,4.48,0.88,2,230
W078,12-01-2026,628,6.2,8,11:10:00,night,4.5,0.86,2,202
W078,14-01-2026,877,7.3,12,12:10:00,afternoon,4.37,0.84,2,274
W078,17-01-2026,570,5.4,7,13:10:00,afternoon,4.64,0.82,1,269
W078,18-01-2026,793,3.4,10,14:10:00,morning,4.52,0.83,2,271
W078,19-01-2026,983,6.6,15,15:10:00,night,4.61,0.88,1,201
W078,20-01-2026,791,5.5,10,16:10:00,afternoon,4.32,0.84,2,253
W078,21-01-2026,814,5.1,10,17:10:00,evening,4.33,0.85,2,194
W078,22-01-2026,794,5.7,11,18:10:00,evening,4.67,0.81,1,264
W078,23-01-2026,1142,6,15,19:10:00,afternoon,4.67,0.83,1,215
W078,24-01-2026,661,3.9,8,20:10:00,morning,4.37,0.87,2,211
W078,25-01-2026,791,6,10,21:10:00,night,4.56,0.86,2,222
W078,27-01-2026,998,4.6,14,22:10:00,morning,4.32,0.85,2,273
W078,29-01-2026,794,3.7,13,23:10:00,night,4.54,0.8,2,204
W078,30-01-2026,773,6.6,10,00:10:00,night,4.67,0.89,1,272
W078,31-01-2026,1145,7.9,15,01:10:00,night,4.4,0.84,2,283
W078,01-02-2026,860,5.4,11,02:10:00,afternoon,4.53,0.84,1,260
